Timestamp (UTC);Transaction Description;Currency;Amount;To Currency;To Amount;Native Currency;Native Amount;Native Amount (in USD);Transaction Kind
2021-11-26 06:19:03;Buy QI;QI;500,0;;;EUR;110,62;125,4355158044;crypto_purchase
2021-11-25 05:01:39;Buy VET;VET;1000,0;;;EUR;112,61;127,6920397282;crypto_purchase
2021-11-24 21:14:52;Buy CSPR;CSPR;1000,0;;;EUR;152,69;173,1400190578;crypto_purchase
2021-11-24 07:41:39;Mission Rewards Deposit;CRO;2,5;;;EUR;1,94;2,1998273428;rewards_platform_deposit_credited
2021-11-23 17:33:58;USDC -> CRO;USDC;-96,270779;CRO;115,0;EUR;84,89;96,2594552218;crypto_exchange
2021-11-19 19:15:08;USDC -> SAND;USDC;-35,202858;SAND;8,0;EUR;30,96;35,1065229552;crypto_exchange
2021-11-19 19:08:14;USDC -> SOL;USDC;-29,995626;SOL;0,137;EUR;26,39;29,9244554518;crypto_exchange
2021-11-19 19:05:50;USDC -> ENJ;USDC;-30,211477;ENJ;8,08;EUR;26,58;30,1399024596;crypto_exchange
2021-11-19 19:00:40;Buy USDC;USDC;194,0;;;EUR;173,08;196,2608847896;crypto_purchase
2021-11-19 15:42:03;Buy FTM;FTM;10,0;;;EUR;19,6;22,225059752;crypto_purchase
2021-11-19 15:33:49;Buy HOT;HOT;1000,0;;;EUR;11,43;12,9608384166;crypto_purchase
2021-11-19 13:01:39;Buy MANA;MANA;7,0;;;EUR;24,91;28,2462366542;crypto_purchase
2021-11-19 12:34:52;Buy AVAX;AVAX;0,204;;;EUR;19,97;22,6446144514;crypto_purchase
2021-11-19 12:31:13;Buy WAXP;WAXP;40,0;;;EUR;32,94;37,3517075628;crypto_purchase
2021-11-19 12:28:55;Buy UNI;UNI;1,067;;;EUR;19,99;22,6672930838;crypto_purchase
2021-11-19 12:26:09;Buy SAND;SAND;5,0;;;EUR;19,36;21,9529161632;crypto_purchase
2021-11-19 12:24:14;Buy THETA;THETA;4,0;;;EUR;22,34;25,3320323908;crypto_purchase
2021-11-19 12:21:19;Buy SHIB;SHIB;500000,0;;;EUR;20,29;23,0074725698;crypto_purchase
2021-11-19 12:15:14;Buy GALA;GALA;100,0;;;EUR;21,04;23,8579212848;crypto_purchase
2021-11-19 12:11:33;Buy DOGE;DOGE;100,0;;;EUR;20,36;23,0868477832;crypto_purchase
2021-11-19 12:09:45;Buy CHZ;CHZ;50,0;;;EUR;20,2;22,905418724;crypto_purchase
2021-11-19 12:06:38;Buy ADA;ADA;12,0;;;EUR;19,64;22,2704170168;crypto_purchase
2021-11-16 13:37:20;CRO -> SAND;CRO;-12,4433916;SAND;2,0;EUR;4,42;5,0119777604;crypto_exchange
2021-11-16 13:19:00;CRO -> MANA;CRO;-7,210534;MANA;1,0;EUR;2,54;2,8801863148;crypto_exchange
2021-11-16 12:21:32;CRO -> AVAX;CRO;-10,8849911;AVAX;0,05;EUR;3,88;4,3996546856;crypto_exchange
2021-11-16 11:52:04;CRO -> ADA;CRO;-4,71045;ADA;1,0;EUR;1,65;1,870987173;crypto_exchange
2021-11-15 21:56:47;CRO -> ETH;CRO;-10,53946721;ETH;0,001;EUR;3,99;4,5243871638;crypto_exchange
2021-11-15 13:39:02;Sign-up Bonus Unlocked;CRO;53,49295546;;;EUR;21,77;24,6856913674;referral_gift
2021-11-15 13:38:04;CRO Stake;CRO;-877,0;;;EUR;-349,83;-396,6832986246;lockup_lock
2021-11-15 13:38:04;Buy CRO;CRO;877,0;;;EUR;349,99;396,8647276838;crypto_purchase
